Date,Source Stage,Source bench,Destination name,Truck,Travelling empty duration,Travelling full duration,Full slope length,Empty slope length,Inpit Ramp length,Inpit Ramp Grade,Dump Ramp length,Dump Ramp Grade,Truck ID,Truck Type,Empty Weight (kg),Max Gross OperatingWeight,Payload_tonnes,Total_weight,Overweight,productivity,Dump Ramp Length
02/01/2017,Stage G,916,CRUSH01,TRH402,493.0,1022,4390.26," 4,450.80 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,178900.0,293014.0,0,286.706457925636,0.0
02/01/2017,Stage G,916,CRUSH01,TRH402,645.0,1037,4497.93," 4,788.70 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,193200.0,307314.0,0,296.3490838958534,0.0
02/01/2017,Stage G,916,ROM_01,TRH402,622.0,1155,4746.64," 4,804.59 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,186900.0,301014.0,0,260.6181818181818,135.0
02/01/2017,Stage G,916,ROM_01,TRH402,489.0,1072,4339.98," 3,777.15 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,176400.0,290514.0,0,271.0018656716418,135.0
02/01/2017,Stage G,916,ROM_01,TRH402,488.0,1240,4452.79," 4,283.06 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,195300.0,309414.0,0,249.5274193548387,135.0
02/01/2017,Stage G,916,CRUSH01,TRH402,476.0,1234,4350.38," 4,317.37 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,192100.0,306214.0,0,248.14748784440843,0.0
02/01/2017,Stage G,916,CRUSH01,TRH402,528.0,1120,4365.31," 4,804.82 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,183700.0,297814.0,0,265.90535714285716,0.0
02/01/2017,Stage G,916,CRUSH01,TRH402,472.0,1009,4375.82," 4,548.34 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,180700.0,294814.0,0,292.18434093161545,0.0
02/01/2017,Stage G,916,ROM_01,TRH402,544.0,1213,4409.91," 2,920.21 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,196400.0,310514.0,0,255.98845836768342,135.0
02/01/2017,Stage G,916,ROM_01,TRH402,490.0,1031,4531.13," 4,526.07 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,189000.0,303114.0,0,294.0,135.0
02/01/2017,Stage G,916,ROM_01,TRH402,850.0,1057,4400.64," 6,008.91 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,190300.0,304414.0,0,287.9981078524125,135.0
02/01/2017,Stage G,916,ROM_01,TRH402,497.0,1022,4452.94," 4,549.12 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,180500.0,294614.0,0,288.2720156555773,135.0
02/01/2017,Stage G,916,CRUSH01,TRH402,502.0,1184,4368.5," 4,439.29 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,189000.0,303114.0,0,256.00844594594594,0.0
02/01/2017,Stage G,916,CRUSH01,TRH402,491.0,1242,4534.59," 4,523.81 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,193800.0,307914.0,0,247.91787439613526,0.0
02/01/2017,Stage G,916,ROM_01,TRH402,515.0,982,4473.52," 4,550.11 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,184000.0,298114.0,0,303.5784114052953,135.0
02/01/2017,Stage G,916,ROM_01,TRH402,494.0,1019,4578.99," 4,363.92 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,176900.0,291014.0,0,285.58783120706573,135.0
02/01/2017,Stage G,916,ROM_01,TRH402,483.0,1066,4501.63," 4,353.52 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,186400.0,300514.0,0,281.90806754221387,135.0
03/01/2017,Stage G,916,ROM_01,TRH402,1216.0,1029,3970.59," 6,108.01 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,188100.0,302214.0,0,293.69679300291546,135.0
03/01/2017,Stage G,916,ROM_01,TRH402,503.0,1154,4342.48," 4,445.04 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,200000.0,314114.0,0,272.19584055459273,135.0
03/01/2017,Stage G,916,CRUSH01,TRH402,676.0,1016,4389.94," 4,789.46 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,181300.0,295414.0,0,290.76181102362204,0.0
03/01/2017,Stage G,916,ROM_01,TRH402,497.0,1051,4533.34," 4,571.04 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,191600.0,305714.0,0,290.8791627021884,135.0
03/01/2017,Stage G,916,CRUSH01,TRH402,487.0,1135,4379.61," 4,446.08 ",3149.95,9.34,    ,0.00%,TRH402,789C,114114,317514.85,189100.0,303214.0,0,267.14889867841407,0.0
03/01/2017,Stage G,912,ROM_07,TRH402,471.0,1668,5594.78," 4,492.93 ",3263.69,9.14, 996.00 ,8.33%,TRH402,789C,114114,317514.85,186100.0,300214.0,0,179.98441247002398,996.0
03/01/2017,Stage G,916,LG_PRIME,TRH402,793.0,1106,4119.0," 5,307.48 ",3149.95,9.34, 754.00 ,7.69%,TRH402,789C,114114,317514.85,192200.0,306314.0,0,276.9566003616637,754.0
03/01/2017,Stage G,912,ROM_07,TRH402,1047.0,1528,5169.41," 7,078.23 ",3263.69,9.14, 996.00 ,8.33%,TRH402,789C,114114,317514.85,179600.0,293714.0,0,192.22120418848166,996.0
03/01/2017,Stage G,916,ROM_01,TRH402,675.0,1171,4292.87," 5,234.50 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,179700.0,293814.0,0,250.90862510674637,135.0
03/01/2017,Stage G,916,MW_PRIME,TRH402,508.0,1027,4009.66," 4,454.61 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,195700.0,309814.0,0,301.66893865628043,336.0
03/01/2017,Stage G,916,ROM_01,TRH402,487.0,1045,4134.5," 4,008.56 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,183400.0,297514.0,0,284.7023923444976,135.0
03/01/2017,Stage G,916,MW_PRIME,TRH402,662.0,974,4046.93," 4,508.61 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,170400.0,284514.0,0,292.1088295687885,336.0
03/01/2017,Stage G,916,MW_PRIME,TRH402,468.0,1001,4012.2," 4,206.23 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,182300.0,296414.0,0,296.1178821178821,336.0
03/01/2017,Stage G,916,ROM_01,TRH402,166.0,1098,4405.8, 108.76 ,3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,188900.0,303014.0,0,275.9690346083789,135.0
03/01/2017,Stage G,916,ROM_01,TRH402,508.0,1143,4552.47," 4,541.61 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,194700.0,308814.0,0,270.17847769028873,135.0
03/01/2017,Stage G,916,ROM_01,TRH402,482.0,1219,4622.06," 4,658.18 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,181400.0,295514.0,0,242.42329778506974,135.0
03/01/2017,Stage G,916,ROM_01,TRH402,572.0,1151,4047.99," 4,508.96 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,198100.0,312214.0,0,271.254561251086,135.0
03/01/2017,Stage G,916,TAILS_04,TRH402,492.0,1167,6431.58," 3,631.74 ",3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,185900.0,300014.0,0,257.0814053127678,24.0
03/01/2017,Stage G,916,TAILS_04,TRH402,633.0,1271,6172.75," 6,706.58 ",3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,181400.0,295514.0,0,232.5051140833989,24.0
03/01/2017,Stage G,916,ROM_01,TRH402,612.0,1082,4627.86," 6,597.63 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,185000.0,299114.0,0,276.44547134935306,135.0
03/01/2017,Stage G,916,ROM_01,TRH402,528.0,1188,4279.05," 4,484.17 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,192200.0,306314.0,0,257.8400673400673,135.0
03/01/2017,Stage G,916,LG_PRIME,TRH402,534.0,1159,4364.36," 4,367.90 ",3149.95,9.34, 754.00 ,7.69%,TRH402,789C,114114,317514.85,183500.0,297614.0,0,256.7851596203624,754.0
03/01/2017,Stage G,916,TAILS_04,TRH402,474.0,1277,6362.31," 4,239.71 ",3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,189800.0,303914.0,0,237.99060297572436,24.0
03/01/2017,Stage G,916,TAILS_04,TRH402,582.0,1252,6345.33," 6,541.96 ",3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,189800.0,303914.0,0,242.74281150159743,24.0
03/01/2017,Stage G,916,TAILS_04,TRH402,626.0,1285,6359.74," 6,516.31 ",3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,182900.0,297014.0,0,231.13929961089494,24.0
03/01/2017,Stage G,916,ROM_01,TRH402,1073.0,1040,5298.84," 6,743.70 ",3149.95,9.34, 135.00 ,6.67%,TRH402,789C,114114,317514.85,176800.0,290914.0,0,279.725,135.0
03/01/2017,Stage G,916,LG_PRIME,TRH402,496.0,1108,4287.01," 4,539.49 ",3149.95,9.34, 754.00 ,7.69%,TRH402,789C,114114,317514.85,180400.0,294514.0,0,265.80685920577616,754.0
03/01/2017,Stage G,916,LG_PRIME,TRH402,497.0,1099,4169.74," 4,403.84 ",3149.95,9.34, 754.00 ,7.69%,TRH402,789C,114114,317514.85,193100.0,307214.0,0,279.5395814376706,754.0
03/01/2017,Stage G,916,LG_PRIME,TRH402,527.0,1227,4357.21," 4,221.16 ",3149.95,9.34, 754.00 ,7.69%,TRH402,789C,114114,317514.85,187700.0,301814.0,0,245.97718011409944,754.0
03/01/2017,Stage G,916,TAILS_04,TRH402,539.0,1155,6542.73," 4,386.20 ",3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,185400.0,299514.0,0,259.3194805194805,24.0
03/01/2017,Stage G,916,MW_PRIME,TRH402,593.0,1043,4139.51," 6,576.00 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,184700.0,298814.0,0,286.49472674976033,336.0
04/01/2017,Stage G,916,ROM_07,TRH402,228.0,1167,4833.49, 231.49 ,3149.95,9.34, 996.00 ,8.33%,TRH402,789C,114114,317514.85,193500.0,307614.0,0,263.5938303341902,996.0
04/01/2017,Stage G,916,ROM_07,TRH402,597.0,1160,5053.17," 5,222.57 ",3149.95,9.34, 996.00 ,8.33%,TRH402,789C,114114,317514.85,193300.0,307414.0,0,265.01206896551724,996.0
04/01/2017,Stage G,916,ROM_07,TRH402,775.0,1277,5042.62," 5,305.62 ",3149.95,9.34, 996.00 ,8.33%,TRH402,789C,114114,317514.85,187600.0,301714.0,0,236.2678151918559,996.0
04/01/2017,Stage G,916,ROM_07,TRH402,614.0,1210,4982.83," 5,546.37 ",3149.95,9.34, 996.00 ,8.33%,TRH402,789C,114114,317514.85,191700.0,305814.0,0,252.7388429752066,996.0
04/01/2017,Stage G,916,MW_PRIME,TRH402,580.0,967,4146.68," 5,283.61 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,172700.0,286814.0,0,296.6018614270941,336.0
04/01/2017,Stage G,916,ROM_07,TRH402,503.0,1276,4896.83," 4,145.16 ",3149.95,9.34, 996.00 ,8.33%,TRH402,789C,114114,317514.85,193200.0,307314.0,0,240.84169278996865,996.0
04/01/2017,Stage G,916,MW_PRIME,TRH402,767.0,994,4384.13," 5,119.93 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,174900.0,289014.0,0,290.7585513078471,336.0
04/01/2017,Stage G,916,ROM_07,TRH402,517.0,1262,5051.7," 4,276.25 ",3149.95,9.34, 996.00 ,8.33%,TRH402,789C,114114,317514.85,183300.0,297414.0,0,235.66877971473852,996.0
04/01/2017,Stage G,916,MW_PRIME,TRH402,927.0,1090,4127.06," 7,663.70 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,195500.0,309614.0,0,284.0495412844037,336.0
04/01/2017,Stage G,916,MW_PRIME,TRH402,499.0,1025,4231.07," 4,315.26 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,182700.0,296814.0,0,289.57463414634145,336.0
04/01/2017,Stage G,916,TAILS_04,TRH402,253.0,1210,6433.67, 379.44 ,3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,197500.0,311614.0,0,257.5322314049587,24.0
04/01/2017,Stage G,916,TAILS_04,TRH402,629.0,1147,6212.14," 6,568.17 ",3149.95,9.34, 24.00 ,8.33%,TRH402,789C,114114,317514.85,188800.0,302914.0,0,264.0924149956408,24.0
04/01/2017,Stage G,916,MW_PRIME,TRH402,781.0,1028,4145.99," 6,622.55 ",3149.95,9.34, 336.00 ,8.33%,TRH402,789C,114114,317514.85,189900.0,304014.0,0,295.73346303501944,336.0
04/01/2017,Stage G,912,CRUSH01,TRH402,98.0,1141,4284.17, 295.39 ,3263.69,9.14,    ,0.00%,TRH402,789C,114114,317514.85,193000.0,307114.0,0,269.1621384750219,0.0
04/01/2017,Stage G,912,ROM_01,TRH402,515.0,1147,4132.41," 4,555.77 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,183300.0,297414.0,0,259.2972972972973,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,910.0,1120,4273.52," 4,544.22 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,170900.0,285014.0,0,254.4767857142857,135.0
04/01/2017,Stage G,912,CRUSH01,TRH402,510.0,1279,4660.49," 3,690.49 ",3263.69,9.14,    ,0.00%,TRH402,789C,114114,317514.85,186100.0,300214.0,0,234.72556684910086,0.0
04/01/2017,Stage G,912,ROM_01,TRH402,481.0,1029,3534.13," 3,744.42 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,185500.0,299614.0,0,291.1700680272109,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,505.0,1246,4503.32," 4,507.51 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,190700.0,304814.0,0,244.63402889245586,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,495.0,1102,4533.98," 4,365.10 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,180500.0,294614.0,0,267.3448275862069,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,875.0,1028,4436.56," 4,428.89 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,181700.0,295814.0,0,287.7568093385214,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,472.0,1026,1034.85," 3,237.44 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,185400.0,299514.0,0,291.92397660818716,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,488.0,1001,4645.92," 3,698.53 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,178800.0,292914.0,0,292.6213786213786,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,534.0,1003,4456.8," 4,532.31 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,175200.0,289314.0,0,288.44865403788634,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,1477.0,962,5199.75," 6,020.43 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,168200.0,282314.0,0,293.46569646569645,135.0
04/01/2017,Stage G,912,CRUSH01,TRH402,487.0,1141,4385.45," 4,523.61 ",3263.69,9.14,    ,0.00%,TRH402,789C,114114,317514.85,197400.0,311514.0,0,273.0184049079755,0.0
04/01/2017,Stage G,912,CRUSH01,TRH402,474.0,1251,4409.02," 4,317.13 ",3263.69,9.14,    ,0.00%,TRH402,789C,114114,317514.85,194700.0,308814.0,0,246.8537170263789,0.0
04/01/2017,Stage G,912,ROM_01,TRH402,492.0,1178,4662.93," 4,544.99 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,202700.0,316814.0,0,268.9422750424448,135.0
04/01/2017,Stage G,912,ROM_01,TRH402,491.0,1228,5408.75," 4,550.26 ",3263.69,9.14, 135.00 ,6.67%,TRH402,789C,114114,317514.85,190300.0,304414.0,0,247.8941368078176,135.0
05/01/2017,Stage G,912,CRUSH01,TRH402,1138.0,1005,4067.61," 2,994.85 ",3263.69,9.14,    ,0.00%,TRH402,789C,114114,317514.85,184200.0,298314.0,0,296.8298507462687,0.0
05/01/2017,Stage G,912,CRUSH01,TRH402,518.0,1044,4304.6," 4,541.47 ",3263.69,9.14,    ,0.00%,TRH402,789C,114114,317514.85,184600.0,298714.0,0,286.12452107279694,0.0
