Travelling empty duration,Full slope length,Empty slope length,Inpit Ramp length,Inpit Ramp Grade,Dump Ramp length,Dump Ramp Grade,Empty Weight (kg),Max Gross OperatingWeight,Total_weight,Overweight,predicted,pred
594.0,05201.850,05258.220,03552.630,9.16,0456.000,8.33,114114,317514.85,198600.0,0,461.5327422829803,461.5327422829803
553.0,04535.840,04531.910,03319.140,9.14,0754.000,7.69,124114,317514.85,194400.0,0,155.34826417155585,155.34826417155585
536.0,04375.570,04478.490,03149.950,9.34,0135.000,6.67,124114,317514.85,181000.0,0,258.99217531385455,258.99217531385455
597.0,05327.990,05553.590,03263.690,9.14,01056.000,8.33,114114,317514.85,182700.0,0,300.00318860347977,300.00318860347977
462.0,03088.810,03126.510,0127.330,9.41,0552.000,8.33,114114,317514.85,196500.0,0,146.61691265548475,146.61691265548475
759.0,04769.550,04351.410,03362.250,9.14,0000,6.67,114114,317514.85,193600.0,0,158.83682286707298,158.83682286707298
574.0,04778.400,04896.160,03097.540,9.34,0996.000,8.33,114114,317514.85,185200.0,0,459.8040632399891,459.8040632399891
557.0,06000.230,04866.710,03451.950,9.16,0000,0.00,114114,317514.85,185000.0,0,174.2100615501742,174.2100615501742
1635.0,05738.930,07318.750,03451.950,9.16,0696.000,8.33,124114,317514.85,199100.0,0,155.98977069547894,155.98977069547894
577.0,04734.050,06078.240,03263.690,9.14,0336.000,8.33,124114,317514.85,184400.0,0,375.5184777870784,375.5184777870784
621.0,02849.130,05522.200,03362.250,9.14,0000,0.00,124114,317514.85,186400.0,0,150.51360903648333,150.51360903648333
756.0,05423.090,05610.430,03362.250,9.14,0000,0.00,114114,317514.85,182900.0,0,160.82909660622934,160.82909660622934
732.0,04779.600,05681.820,03362.250,9.14,0754.000,7.69,114114,317514.85,199200.0,0,163.05607312416805,163.05607312416805
605.0,04730.600,04872.810,03263.690,9.14,0000,0.00,124114,317514.85,183600.0,0,459.6780990651168,459.6780990651168
553.0,04689.450,04686.280,03319.140,9.14,0000,0.00,124114,317514.85,189100.0,0,172.23904405771955,172.23904405771955
357.0,05670.420,05282.710,03462.330,9.16,0000,0.00,124114,317514.85,188900.0,0,174.5232933926036,174.5232933926036
597.0,04837.820,04985.970,03319.140,9.14,0336.000,8.33,114114,317514.85,196700.0,0,152.46275147780423,152.46275147780423
578.0,05378.670,05417.070,03263.690,9.14,01056.000,8.33,114114,317514.85,177400.0,0,286.84000970688976,286.84000970688976
475.0,05113.450,01696.650,03149.950,9.34,0135.000,6.67,124114,317514.85,207300.0,0,141.62798021173413,141.62798021173413
741.0,05963.070,06154.440,03552.630,9.16,0000,0.00,124114,317514.85,184300.0,0,166.12204530367563,166.12204530367563
914.0,04318.060,04839.450,03149.950,9.34,0000,0.00,124114,317514.85,193300.0,0,169.66158529926813,169.66158529926813
800.0,04851.770,04933.580,03263.690,9.14,0135.000,6.67,124114,317514.85,186800.0,0,461.34851054706377,461.34851054706377
836.0,05277.870,05452.940,03602.680,9.17,0780.000,7.69,124114,317514.85,181500.0,0,170.67443188559832,170.67443188559832
528.0,04991.820,05063.770,03275.050,9.14,0000,9.52,114114,317514.85,187100.0,0,165.7654211167494,165.7654211167494
634.0,04509.650,05231.820,03319.140,9.14,0105.000,9.52,124114,317514.85,185800.0,0,479.0880370650781,479.0880370650781
486.0,04540.630,04335.830,03263.690,9.14,0000,0.00,124114,317514.85,179000.0,0,500.4828898309022,500.4828898309022
1334.0,04224.720,06636.030,03263.690,9.14,0754.000,7.69,124114,317514.85,192500.0,0,172.08971226002166,172.08971226002166
672.0,04632.910,05038.800,03097.540,9.34,0996.000,8.33,124114,317514.85,186800.0,0,192.19314830474298,192.19314830474298
945.0,05441.340,07199.940,03451.950,9.16,0000,0.00,124114,317514.85,184000.0,0,162.7925572774296,162.7925572774296
661.0,05404.670,05563.810,03372.120,9.14,0754.000,7.69,114114,317514.85,179900.0,0,278.8663923410509,278.8663923410509
701.0,04610.200,03541.480,03319.140,9.14,0000,0.00,114114,317514.85,209000.0,0,148.67251772886152,148.67251772886152
461.0,02791.380,03407.200,0157.890,9.47,0552.000,8.33,114114,317514.85,197600.0,0,140.95402692488943,140.95402692488943
877.0,07393.870,06295.550,03362.250,9.14,096.000,8.33,124114,317514.85,200800.0,0,158.79657707943775,158.79657707943775
991.0,06212.400,06816.490,03263.690,9.14,024.000,8.33,124114,317514.85,197000.0,0,477.0076366970875,477.0076366970875
855.0,06167.230,05972.460,03451.950,9.16,0000,6.67,114114,317514.85,182800.0,0,432.00439920721647,432.00439920721647
487.0,05158.340,05172.300,03263.690,9.14,0000,0.00,124114,317514.85,198700.0,0,171.70608994503354,171.70608994503354
548.0,04485.830,04788.430,03275.050,9.14,0000,0.00,124114,317514.85,188000.0,0,364.7470125613839,364.7470125613839
830.0,05718.850,07750.560,03263.690,9.14,0492.000,8.33,124114,317514.85,196100.0,0,582.353693418617,582.353693418617
1272.0,05164.660,06169.280,03362.250,9.14,0000,0.00,114114,317514.85,188300.0,0,143.64661064511515,143.64661064511515
976.0,05060.780,08082.670,03372.120,9.14,0754.000,7.69,114114,317514.85,208000.0,0,157.3518061457478,157.3518061457478
271.0,02258.780,03223.960,0127.330,9.41,0552.000,8.33,124114,317514.85,192800.0,0,141.68110665035584,141.68110665035584
0.0,07042.560,0000,03319.140,9.14,0135.000,6.67,124114,317514.85,188500.0,0,146.84219199087624,146.84219199087624
701.0,06879.060,06664.850,03602.680,9.17,036.000,8.33,114114,317514.85,173000.0,0,146.76580415639148,146.76580415639148
707.0,06201.560,04913.840,03097.540,9.34,024.000,8.33,124114,317514.85,193200.0,0,176.36465004970805,176.36465004970805
641.0,05508.010,05501.720,03275.050,9.14,01056.000,8.33,114114,317514.85,193600.0,0,476.5395455786283,476.5395455786283
710.0,05465.530,05325.020,03642.720,9.18,0135.000,6.67,124114,317514.85,193200.0,0,371.6859096741335,371.6859096741335
602.0,06285.210,06511.960,03362.250,9.14,0312.000,8.33,124114,317514.85,195000.0,0,135.82645087173293,135.82645087173293
915.0,03917.750,04728.330,03097.540,9.34,0336.000,8.33,124114,317514.85,196600.0,0,174.2267425522106,174.2267425522106
674.0,05480.780,05134.010,03562.640,9.16,0000,9.52,114114,317514.85,180200.0,0,174.2798196466839,174.2798196466839
748.0,04385.210,06983.920,03451.950,9.16,0000,0.00,114114,317514.85,194700.0,0,150.10007576414174,150.10007576414174
764.0,04548.190,05071.610,03319.140,9.14,0000,6.67,124114,317514.85,191500.0,0,410.66470442255525,410.66470442255525
472.0,04320.380,04661.620,03275.050,9.14,0105.000,9.52,114114,317514.85,193300.0,0,155.7711245135809,155.7711245135809
1086.0,04919.770,08102.940,03462.330,9.16,0754.000,7.69,114114,317514.85,197100.0,0,391.52583250493933,391.52583250493933
686.0,06995.150,04951.520,03602.680,9.17,0000,6.67,114114,317514.85,191400.0,0,142.21653539043928,142.21653539043928
2430.0,05820.170,05476.600,03602.680,9.17,0000,6.67,114114,317514.85,190100.0,0,165.85173869613266,165.85173869613266
807.0,03747.440,01861.570,0127.330,9.41,0552.000,8.33,114114,317514.85,166000.0,0,132.83882385950008,132.83882385950008
668.0,05676.140,06063.510,03372.120,9.14,052.500,9.52,124114,317514.85,190200.0,0,127.54463068014957,127.54463068014957
748.0,06321.050,07081.170,03372.120,9.14,0312.000,8.33,124114,317514.85,194400.0,0,515.4651880480856,515.4651880480856
586.0,05382.420,05505.170,03263.690,9.14,01056.000,8.33,114114,317514.85,183100.0,0,526.5246039338474,526.5246039338474
499.0,05123.480,03295.030,03263.690,9.14,0000,6.67,114114,317514.85,198400.0,0,301.76776556960505,301.76776556960505
659.0,05647.880,06739.860,03462.330,9.16,0456.000,8.33,114114,317514.85,185400.0,0,448.6585224184933,448.6585224184933
749.0,04739.060,05138.530,03263.690,9.14,0135.000,6.67,124114,317514.85,185800.0,0,425.1275769219589,425.1275769219589
712.0,05506.290,05247.250,03362.250,9.14,0000,9.52,114114,317514.85,189000.0,0,179.108867979055,179.108867979055
620.0,05369.130,05329.710,03602.680,9.17,0000,9.52,114114,317514.85,188300.0,0,176.45061384285458,176.45061384285458
328.0,02583.600,02413.550,0127.330,9.41,0552.000,8.33,124114,317514.85,188300.0,0,162.96216758402718,162.96216758402718
884.0,04922.930,04596.740,03097.540,9.34,01056.000,8.33,124114,317514.85,188300.0,0,323.2394317306223,323.2394317306223
489.0,04501.480,04122.950,03319.140,9.14,0000,0.00,114114,317514.85,182500.0,0,529.4625169514787,529.4625169514787
753.0,05997.310,05835.450,03552.630,9.16,0000,6.67,114114,317514.85,199200.0,0,161.49632990252326,161.49632990252326
706.0,06704.530,06803.000,03562.640,9.16,0000,0.00,124114,317514.85,190900.0,0,421.6032724428351,421.6032724428351
603.0,04339.720,05205.630,03108.020,9.34,0336.000,8.33,114114,317514.85,186300.0,0,149.65497182155232,149.65497182155232
565.0,05320.730,05242.640,03642.720,9.18,0000,9.52,114114,317514.85,194800.0,0,513.0654578149483,513.0654578149483
1037.0,05944.290,06149.920,03503.830,9.17,0000,0.00,114114,317514.85,184300.0,0,140.7422411826997,140.7422411826997
567.0,07975.120,05561.510,03319.140,9.14,01056.000,8.33,124114,317514.85,189500.0,0,156.08248850684873,156.08248850684873
585.0,05126.630,05116.500,03362.250,9.14,01056.000,8.33,124114,317514.85,194800.0,0,145.5442488700184,145.5442488700184
398.0,05665.860,05364.130,03319.140,9.14,01056.000,8.33,124114,317514.85,197600.0,0,165.33886945057978,165.33886945057978
745.0,04484.790,05224.690,03149.950,9.34,0000,0.00,124114,317514.85,186800.0,0,160.70554755651375,160.70554755651375
494.0,05067.200,05047.840,03362.250,9.14,0336.000,8.33,124114,317514.85,178600.0,0,154.14368787385158,154.14368787385158
763.0,05630.200,06039.910,03362.250,9.14,01056.000,8.33,124114,317514.85,182000.0,0,163.94256181670204,163.94256181670204
625.0,05222.190,04371.750,03362.250,9.14,0000,9.52,124114,317514.85,181200.0,0,170.05934443651614,170.05934443651614
